rms,kurtosis,crest,variance,label
0.14500857421891025,2.4828253317796394,2.562962766801308,0.020730957257161384,ball
0.10756490748499989,2.5659348750326303,2.754445509215717,0.011422194422712504,ball
0.11320216809920403,2.3853765685890003,2.4910069278295293,0.012568149525183172,ball
0.11674233096128704,2.4755927167282783,2.7104447020885316,0.013338718830864765,ball
0.1449775349708191,3.5113581570736345,3.323153442876763,0.020800290070325786,ball
0.16821739172599803,2.8091188137724727,2.8640474660832282,0.028060626331894722,ball
0.14508378176941022,2.661052633381799,2.596341651800331,0.020804869855833578,ball
0.13191455451290016,2.3968451856953346,2.9097184363256794,0.017160219396426004,ball
0.1318286641168775,2.634486825638808,2.9116142066446393,0.01716031983649907,ball
0.14291568199020938,3.140357040417941,3.0994541139494785,0.020123535752918562,ball
0.1347715476662214,3.353662160038354,3.2867515892209487,0.01787400824651494,ball
0.11819806082578473,2.4517752425112804,2.535513797975344,0.013746717270769461,ball
0.13052063512808737,2.6185858032101397,2.6744667094391867,0.01683571157008163,ball
0.12968764357980106,2.9595030964354456,2.821906057673162,0.016629930378366024,ball
0.1282686489392113,2.669758405815595,2.8531238930684806,0.01617245872273762,ball
0.15741627826896304,3.112901091139535,3.1420827323878653,0.02452536919721919,ball
0.15860671292451387,3.0758517184129204,3.1184995932891804,0.02496757071673903,ball
0.15203371071091026,2.615782522245729,2.658217053565526,0.022867767482160895,ball
0.1562930372190818,2.5873401448889153,2.585774835057671,0.024110787432000104,ball
0.13394685273236795,3.2344469693249445,3.105682279717919,0.017733587166454158,ball
0.1405503729437787,4.062292733544246,3.6219875165199347,0.019572400282246435,ball
0.1492851395195573,3.654879260649198,3.4100627691685848,0.021986148687441066,ball
0.1428913078359965,2.904805455519333,2.9942628275764003,0.02019096488780495,ball
0.1277644508126959,2.5465101031889574,2.7334327071992477,0.01608619628081661,ball
0.13354675566430158,2.6715040812812734,2.8413154696437988,0.017628244843208563,ball
0.14160705242871777,2.7334308068066115,2.8229727767997126,0.01983157859497408,ball
0.12149248835573977,3.1286887032631188,3.290350369579012,0.014497561529454209,ball
0.11753795256730196,2.6506564938032047,2.9712575471741234,0.013585870921298688,ball
0.11979725592303635,2.6767648485119144,2.9152214377511263,0.014010709638857496,ball
0.11972869986344571,2.9291732134012642,2.908750519048482,0.014083856083591362,ball
0.1401431976306612,2.6233362311353505,2.4850361901473756,0.019468169540632886,ball
0.14356561682805988,2.4389829088369805,2.397510262451189,0.02041510752414462,ball
0.12122832890772861,2.8024618105102315,2.6490033651831735,0.014433279908458444,ball
0.11055100217790867,2.733068701711278,2.7505726461877162,0.01198090440872674,ball
0.10887569712043046,2.5225333788562887,2.6377356628982156,0.011665050114991873,ball
0.10034838930852673,2.687092196964671,2.542996358252182,0.00981156537279429,ball
0.14103963317226167,2.7431561382610035,2.8792461730766767,0.019635979514004833,ball
0.16176077515506376,2.1703116508736793,2.510422095288426,0.025970835957833484,ball
0.1453929424856178,2.3070950067863727,2.404245990108843,0.020933909319248285,ball
0.13197588145021052,2.4623593509368265,2.6486687953556554,0.017163542794281273,ball
0.1266597412301538,2.20890722561733,2.41101111296423,0.015812640625159313,ball
0.13881533787221484,2.23223002735605,2.2736065170910784,0.01906676563941833,ball
0.13771008967095338,2.3866504301659366,2.4593495369314455,0.018708641470566906,ball
0.13367209443824637,2.7393934769196346,3.2335835069588748,0.017618107735734544,ball
0.14741680832095003,2.559395206560469,2.9320935982093443,0.0215529805997326,ball
0.1482910709265418,2.408476748555619,2.264151245583478,0.02176240046303326,ball
0.13581168725960774,2.660489187860662,3.0570578989820274,0.018146819122573942,ball
0.13353091727963473,3.168499489995993,3.1092738652905236,0.01757278157357012,ball
0.1393023368411449,3.2162291308408086,2.772894891821901,0.01923591296164378,ball
0.15458166659822578,2.907928680085217,3.0158092632380713,0.02365722837769798,ball
0.14340240683297487,2.9676529779119933,3.250913512024818,0.020320173405782724,ball
0.1363499791842658,3.3328635668917137,3.5215131387143686,0.01840302459916874,ball
0.1431998618534872,3.0377164838500677,3.3530635921208805,0.020257061797398796,ball
0.1486966594012384,3.2992189253751634,3.500025874382795,0.02186407532355038,ball
0.13852139070241032,4.08540777354981,3.75712482147246,0.01893757267691947,ball
0.14501971574912803,2.97949556809664,2.5370037908848078,0.020808738304190895,ball
0.17277262467450435,2.428634496066639,2.643749757384848,0.029664828895600112,ball
0.1429479422320941,3.1465814635995373,3.1953421460882945,0.020209973886761268,ball
0.11776292398395848,2.9620483143874945,2.8745448791497323,0.013572428565839862,ball
