rms,kurtosis,crest,variance,label
0.1147489439305604,2.961373901633042,2.97977424535366,0.013142440980733137,ball
0.1154975660280516,2.619507396045661,2.960460203331911,0.013318432285309975,ball
0.11787563886734931,2.395747143376731,2.463901909846665,0.013864597963452121,ball
0.14850402255434925,2.493595002079916,2.572640244493145,0.02203355323583671,ball
0.1515611381138935,2.461615424437895,2.5207479282092025,0.02294360824317806,ball
0.14823111470759287,2.643198289280515,2.8074996463150974,0.021949756362084457,ball
0.1554319542233641,2.7663079331056313,2.851958408369847,0.024146815943865557,ball
0.1302108339971171,3.2604746936780398,3.404367018578914,0.016932202636195565,ball
0.13575338007381227,2.458450728625735,2.42420168420805,0.01840881042406259,ball
0.1427651968741748,2.2535494831070735,2.359751999941396,0.020353283511801646,ball
0.13896597990337078,2.553937195355924,2.6580425296966954,0.01928860619250415,ball
0.12683286075136274,2.9836848599583297,2.9123169070736243,0.01607469502946505,ball
0.13486081459983806,3.268594498216486,3.007549078394844,0.018175851022229704,ball
0.1411875300511448,2.907934937508442,2.872778626610086,0.019895157633481708,ball
0.12480742338665612,3.3063401892813524,3.2797450304698605,0.015549762263597841,ball
0.1442898254175896,2.8718969800087484,2.8369049964386277,0.020798630425895366,ball
0.15226501614438226,2.4475027859450793,2.516562770025131,0.02315385993709278,ball
0.13438430879160504,2.7083818199278094,2.851407833387471,0.01804871579711763,ball
0.12821264186168238,2.4682889573243507,2.405880626572168,0.016431450409576217,ball
0.15654838635145205,2.5344596589689186,2.8295443271129708,0.024486998876183916,ball
0.15807594439537084,2.5504191226640125,2.8022011838453196,0.024952596274031506,ball
0.13714748869809174,2.3895462179132716,2.2787525485126268,0.01878889172411347,ball
0.13142535088900972,2.4882984294482817,2.7561679432124806,0.01724395738868261,ball
0.1332038543161334,2.7458634931594355,2.719368301383662,0.017712138595583286,ball
0.14262012196070895,2.8575511583315123,2.668526036038817,0.02033221910735114,ball
0.15668902780837948,2.7960925922852407,2.5699099164888746,0.024543116489698227,ball
0.14133617095018966,3.134389997931419,2.849070295556207,0.019946295554390293,ball
0.1309310094139478,3.784012454199635,3.6424491240736936,0.01710645623430512,ball
0.15903474951848098,3.2571550108569642,2.998775689352507,0.025269435165527303,ball
0.1485388722381105,3.2250377591660153,3.056480640241581,0.02204143293923159,ball
0.13235109037759477,2.7629777403163756,3.111217689301344,0.0175029810842899,ball
0.14007011801314112,2.881163333582545,2.987310211829686,0.019610241721024553,ball
0.12890271469158507,3.3504508267082254,3.246113899836131,0.016599341731858487,ball
0.1295922973702927,2.9906259651034026,3.3015398298236573,0.016768941403803528,ball
0.12952850074935304,2.826561399199426,3.303165935921229,0.01675204578919492,ball
0.13068585520005158,3.0312352669786966,3.0663415267842082,0.017062676066600318,ball
0.15048270181384796,2.6026155873443266,2.662947036259879,0.02263204079255514,ball
0.14322147661888082,2.3376650675409874,2.76846853405147,0.020498008463587784,ball
0.11926687707511303,2.6151494473910257,2.9077562036509264,0.014203687886744951,ball
0.13034728295945863,3.3618097328278984,3.2064004635348407,0.01697864373410065,ball
0.13415723744948732,3.098358173767563,3.115341344653026,0.01798123790546536,ball
0.13283606738325018,2.691296230997932,2.339262288329899,0.01762769145071508,ball
0.14052437761294745,2.678202922307374,2.8065770610677614,0.01973450202734913,ball
0.1335610599988753,2.79329041538058,2.952900304310337,0.017816066917863905,ball
0.14458469176045258,2.942556857394361,2.9187492924435747,0.020895813018943145,ball
0.1347091882015753,3.279132173551024,3.1327222172931264,0.018128787915730714,ball
0.14630917176096778,3.055068316153919,2.893229062263058,0.02137376992096747,ball
0.15752203729160033,2.6651434976496464,2.6872808091699087,0.024791743248954553,ball
0.12969170341079542,2.4614879899497697,2.405997267246653,0.016815781685726592,ball
0.13624641733339585,2.569996468470798,2.640757967460942,0.01853888600267184,ball
0.14024550611689812,2.6084420411103375,2.585146714220738,0.019631318100580917,ball
0.11867537929014751,2.844130697288429,3.0550162253025652,0.014080124928228363,ball
0.11878323401991027,2.888065232680457,3.053609774123675,0.014096916496624068,ball
0.11426483640274226,2.93281514064014,3.1743592850795697,0.01301668994523961,ball
0.10584950908589712,3.4661382735164237,3.216491361695322,0.011183811781529341,ball
0.13327606665503877,3.9861936889662943,3.222472672631561,0.01775325708182545,ball
0.13870784139161665,3.8827316715944313,3.2684269485455784,0.019205171078551055,ball
0.13604876540248625,3.600041757261901,3.3323084221407613,0.01849763070696489,ball
0.13580790752073554,3.400833915061949,3.072691830793506,0.018437375007934687,ball
0.14039608367596976,2.948602036617412,2.972275558407119,0.019686609721667355,ball
0.15760867649649826,2.7634895978720815,3.1959619749547516,0.024828347063521793,ball
0.14295671414642477,3.0054633686614083,3.523523466390434,0.020429761562717107,ball
0.15011268121449067,2.9762090416437905,2.832906360321124,0.022510776245527813,ball
0.16030296934775412,2.8663185329277447,2.652821536155496,0.025667844103396203,ball
0.13361536478414693,3.0132874421443008,2.807032820634525,0.017840610757280564,ball
0.1274967676026016,2.469227969635507,2.6958544967405054,0.016239934602971493,ball
0.16344476455254617,3.5248782719207243,3.1524058456827393,0.026692836008851577,ball
0.16176218517825497,3.64753942564839,3.185195790045922,0.026144802667127463,ball
0.13817451028478575,2.7573468683888347,2.8260932556139853,0.019081801396165526,ball
0.13476373356603433,2.9138317628522996,2.897619717660191,0.018146808701526337,ball
0.1120363663681953,2.52619298706084,2.4748818192508835,0.012529325342643664,ball
0.14565467373846278,3.0308693363050074,3.023326510036517,0.021206868239485935,ball
0.16617311909035762,2.6800754010807455,2.675432418106754,0.02759768295633771,ball
0.14167316404223174,3.1591551720755215,3.138102778967106,0.020050841138945452,ball
0.1167315339732059,3.3476796163527704,2.9834347756045734,0.013613101426281306,ball
0.11859228365547056,3.1903447585771887,3.2461745848390544,0.014051612014377454,ball
0.1564963920047939,3.4417245756135992,3.23424621784589,0.024470985114345173,ball
0.15421268071418395,3.372636897119869,3.2821416604600215,0.023759575646206406,ball
0.1337075905218973,2.922066572248744,3.4599026678238225,0.017859201700073695,ball
0.14547362291501656,2.814211313190145,3.1800627489235236,0.021151133084940935,ball
0.15008866003261653,2.316750101016122,2.615825261121877,0.02251363970011617,ball
